date,forecasted_value,lower_bound,upper_bound,service_name,metric
2026-09-01,34.84688141846331,27.500829419269117,41.823562645981106,Patient Portal,cpu
2026-09-02,34.81825723602125,28.108686779991324,41.89414552798486,Patient Portal,cpu
2026-09-03,36.365370326023836,29.207477980614552,43.533786383486266,Patient Portal,cpu
2026-09-04,34.573335168887695,27.59539935131618,41.32944993795288,Patient Portal,cpu
2026-09-05,33.13795440662481,26.24135684987306,40.911093005343915,Patient Portal,cpu
2026-09-06,34.98126317120419,28.03890250076889,41.96111438319283,Patient Portal,cpu
2026-09-07,34.37728244536655,27.489432672065895,41.30275103701608,Patient Portal,cpu
2026-09-08,34.67617212385532,27.5137587316519,41.53753807763872,Patient Portal,cpu
2026-09-09,34.699180533206274,28.165871972224082,41.97373679006717,Patient Portal,cpu
2026-09-10,36.298910938775926,29.36253705351283,43.233487127263125,Patient Portal,cpu
2026-09-11,34.55997913545823,27.896529975458815,42.22980610241393,Patient Portal,cpu
2026-09-12,33.1777505594612,26.53547577765829,39.8806946580247,Patient Portal,cpu
2026-06-15,56.19277764662637,48.89410747502909,63.69384222033219,Claims Processing,cpu
2026-06-16,56.68099353064042,49.25005970953369,63.899395285698276,Claims Processing,cpu
2026-06-17,56.36733763335837,49.21050844475772,63.36851471705954,Claims Processing,cpu
2026-06-18,57.172730544652154,50.117211685527685,64.15931239931477,Claims Processing,cpu
2026-06-19,54.80798814067699,47.485278317468165,62.055501994918835,Claims Processing,cpu
2026-06-20,57.63954153402171,50.12942755255377,64.8533546210466,Claims Processing,cpu
2026-06-21,56.20338360720932,49.43779043774751,63.6140596612956,Claims Processing,cpu
2026-06-22,56.07161534873216,49.02952114845039,63.483078012416236,Claims Processing,cpu
2026-06-23,56.66573117571542,50.07011995462089,63.44042323021855,Claims Processing,cpu
2026-06-24,56.46228263501445,49.383768825948884,63.73161667735016,Claims Processing,cpu
2026-06-25,57.3794984900475,50.20410528364311,64.12185471430197,Claims Processing,cpu
2026-06-26,55.12538677193334,48.4557844793737,62.049555801510444,Claims Processing,cpu
2026-06-27,58.06351936152319,50.61780277640631,65.24540117364506,Claims Processing,cpu
2026-06-28,56.72704628432195,49.3000714918272,63.212346725548834,Claims Processing,cpu
2026-06-29,56.68531134029809,49.54421227864689,63.801267909932804,Claims Processing,cpu
2026-06-30,57.35720657014894,50.40706437433467,64.67937928548734,Claims Processing,cpu
2026-07-01,57.21690322428071,50.22210736947673,64.70148228073474,Claims Processing,cpu
2026-07-02,58.18053551699382,50.817304837505915,65.20412584153031,Claims Processing,cpu
2026-07-03,55.95436106572632,49.03387910242858,63.613773755762686,Claims Processing,cpu
2026-07-04,58.90059699420362,51.633441502036504,66.28533067675404,Claims Processing,cpu
2026-07-05,57.55147742844971,50.27973773444306,64.58744648760097,Claims Processing,cpu
2026-07-06,57.47590273027739,50.063861404987925,64.58206399331075,Claims Processing,cpu
2026-07-07,58.0928169055091,50.51351117161433,65.40909358186268,Claims Processing,cpu
2026-07-08,57.87695003414892,50.65786362850536,65.45824455986623,Claims Processing,cpu
2026-07-09,58.745501458531095,51.442192720494454,66.02635883617695,Claims Processing,cpu
2026-07-10,56.40628737427257,49.21418010724523,63.504850876276684,Claims Processing,cpu
2026-07-11,59.22355185321629,52.239277732608656,66.42387075557971,Claims Processing,cpu
2026-07-12,57.73198738701003,50.73410713952456,65.00428224432042,Claims Processing,cpu
2026-07-13,57.50333596238733,50.10270483623537,64.8829030945189,Claims Processing,cpu
2026-07-14,57.95970806693671,50.83729801023763,65.16551041725538,Claims Processing,cpu
2026-07-15,57.57925771041973,50.456390397463686,63.99065721022388,Claims Processing,cpu
2026-07-16,58.28279068438946,51.30391491033519,65.43992734145905,Claims Processing,cpu
2026-07-17,55.781831407759555,48.43553713860108,63.0776488670531,Claims Processing,cpu
2026-07-18,58.44434926522905,50.82368279521737,66.2488910719256,Claims Processing,cpu
2026-07-19,56.80869253587001,49.58648731835142,64.1358455348032,Claims Processing,cpu
2026-07-20,56.450103012408135,48.882081732643435,64.0531321196759,Claims Processing,cpu
2026-07-21,56.793950828439904,49.500095569194464,64.11687776811316,Claims Processing,cpu
2026-07-22,56.32132967270307,48.90994592415944,64.19170412992574,Claims Processing,cpu
2026-07-23,56.95559162836079,49.768483667486294,64.02741503206029,Claims Processing,cpu
2026-07-24,54.41034886975241,47.40182500991186,61.569643765815655,Claims Processing,cpu
2026-07-25,57.05514482733048,49.71658899363786,64.5576407191383,Claims Processing,cpu
2026-07-26,55.42934439580954,47.55378124027059,62.85601148291258,Claims Processing,cpu
2026-07-27,55.10861749691412,48.32732713188407,62.714115705734564,Claims Processing,cpu
2026-07-28,55.51815642422129,48.25293779057002,62.30384699417163,Claims Processing,cpu
2026-07-29,55.13826773206154,47.8560233373779,62.35558636001797,Claims Processing,cpu
2026-07-30,55.89091814377759,48.988809704666735,63.33636241414617,Claims Processing,cpu
2026-07-31,53.48776159322527,46.3626029900266,61.177323869256654,Claims Processing,cpu
2026-08-01,56.295849536233206,49.488323791986645,63.629392527644015,Claims Processing,cpu
2026-08-02,54.85157328505481,47.13667621253802,61.89928323837757,Claims Processing,cpu
2026-08-03,54.72721152548363,47.572442904174615,61.67251098990656,Claims Processing,cpu
2026-08-04,55.34422198860644,47.932654017465985,62.870984364688,Claims Processing,cpu
2026-08-05,55.17891631431952,47.91433893493899,61.79469193468707,Claims Processing,cpu
2026-08-06,56.149095628961035,48.79675567451004,63.18406192572714,Claims Processing,cpu
2026-08-07,53.962171817871486,46.491875740864145,61.01138805135901,Claims Processing,cpu
2026-08-08,56.98097436860837,49.67090830506982,63.56154918595409,Claims Processing,cpu
2026-08-09,55.73778920576164,48.69591217375801,63.052038798362574,Claims Processing,cpu
2026-08-10,55.801000331691824,48.71901180248175,62.912454514580986,Claims Processing,cpu
2026-08-11,56.588470946429226,49.65099535420614,64.04457183846016,Claims Processing,cpu
2026-08-12,56.573300889285264,49.73049255627806,64.06056355092232,Claims Processing,cpu
2026-08-13,57.67053589077099,50.594553575067685,65.10061965775543,Claims Processing,cpu
2026-08-14,55.585351794294056,48.22887228966134,63.111923153805954,Claims Processing,cpu
2026-08-15,58.678912061493605,52.05449846956347,65.44546968519026,Claims Processing,cpu
2026-08-16,57.48244372035585,49.76728819607938,64.52455963587568,Claims Processing,cpu
2026-08-17,57.56390164132517,49.95701981745314,64.62545702026182,Claims Processing,cpu
2026-08-18,58.34135724294071,50.96817727383912,65.91014925199129,Claims Processing,cpu
2026-08-19,58.28874827049354,51.8866577021996,65.50259939236483,Claims Processing,cpu
2026-08-20,59.322565316079874,52.26858744824901,66.2600130290921,Claims Processing,cpu
2026-08-21,57.149998793895946,49.95529637179885,64.51276953850433,Claims Processing,cpu
2026-08-22,60.134745601041345,53.21788424572502,67.68328982086447,Claims Processing,cpu
2026-08-23,58.811021877379474,51.547138659986295,65.23525986513606,Claims Processing,cpu
2026-08-24,58.75015331261297,51.482903388229886,66.4129796453479,Claims Processing,cpu
2026-08-25,59.37388093230359,51.998772297565225,66.16007358773867,Claims Processing,cpu
2026-08-26,59.16002105942347,52.07681892789788,66.17934099368797,Claims Processing,cpu
2026-08-27,60.02905734234376,52.828807578233445,67.40545731655924,Claims Processing,cpu
2026-08-28,57.69219090030138,50.54476275193188,65.37087470096688,Claims Processing,cpu
2026-08-29,60.51705020808483,52.92305662226936,67.21713288579126,Claims Processing,cpu
2026-08-30,59.04160951980925,51.67262418328797,65.92477403956198,Claims Processing,cpu
2026-08-31,58.840689599919735,51.31885120688816,65.9093899554963,Claims Processing,cpu
2026-09-01,59.33918088904878,52.34024726565124,66.9163141923707,Claims Processing,cpu
2026-09-02,59.01762981697287,51.71663809179702,65.8901553215101,Claims Processing,cpu
2026-09-03,59.798767939740415,52.56183736064995,66.7495533216068,Claims Processing,cpu
2026-09-04,57.39551146254935,50.09672760144666,64.44941399730635,Claims Processing,cpu
2026-09-05,60.17663396896047,52.648676273934846,66.82473169583773,Claims Processing,cpu
2026-09-06,58.68066201350917,51.151092729512825,65.68456527889,Claims Processing,cpu
2026-09-07,58.48236784096818,51.34689702233149,65.65214040398105,Claims Processing,cpu
2026-09-08,59.005999481917385,51.88648412479818,66.08414851507476,Claims Processing,cpu
2026-09-09,58.73088868435177,51.53503936818273,65.69027846172598,Claims Processing,cpu
2026-09-10,59.578015738902096,52.360559737617464,66.53447970494605,Claims Processing,cpu
2026-09-11,57.25805779094176,50.24966335236736,64.60861356097838,Claims Processing,cpu
2026-09-12,60.13712216843705,53.16360241653812,67.45746271947885,Claims Processing,cpu
2026-06-15,62.41501339674065,55.362631110781514,70.07265637611978,EHR,cpu
2026-06-16,63.11494204448608,55.58021251641861,69.99329378325318,EHR,cpu
2026-06-17,63.92642643505828,56.642557716674744,71.56612724179024,EHR,cpu
2026-06-18,63.647932450401704,56.466318755223874,70.97639333429571,EHR,cpu
2026-06-19,63.512609365641794,55.806414319021215,70.68032370602211,EHR,cpu
2026-06-20,63.408600742596086,55.87133375368067,70.04814774070422,EHR,cpu
2026-06-21,64.96967434926952,57.769326197863805,72.25866604461353,EHR,cpu
2026-06-22,65.20718150676682,57.54783952423045,72.67124578056627,EHR,cpu
2026-06-23,65.85494633174247,58.11835847095275,73.31186217576074,EHR,cpu
2026-06-24,66.60201507787569,59.2757993679287,73.79944803804429,EHR,cpu
2026-06-25,66.24894101410663,58.82321513994185,73.37086733079985,EHR,cpu
2026-06-26,66.03084023820344,59.007885707990724,73.32345482939107,EHR,cpu
2026-06-27,65.8376434279617,58.77253174893666,73.19743715838773,EHR,cpu
2026-06-28,67.30467718810543,59.94593319075215,75.38380463511895,EHR,cpu
2026-06-29,67.44458675483487,59.91069412094365,75.22624608949945,EHR,cpu
2026-06-30,67.99220145592135,60.91483478752166,75.26214014002485,EHR,cpu
2026-07-01,68.63727360492398,60.77199415757652,75.99650736591478,EHR,cpu
2026-07-02,68.1807662777597,61.14640228490677,75.67340453940949,EHR,cpu
2026-07-03,67.85792492187001,60.58164443081526,75.4601921839251,EHR,cpu
2026-07-04,67.55855691286101,60.01711622458559,74.71484340613185,EHR,cpu
2026-07-05,68.91765142430958,61.17074817237064,75.67503260894748,EHR,cpu
2026-07-06,68.94734972177416,61.65988671522653,76.4433221474352,EHR,cpu
2026-07-07,69.38186532742988,62.47286931188782,76.80387069006315,EHR,cpu
2026-07-08,69.91028254892382,62.741898663129305,77.20269866731472,EHR,cpu
2026-07-09,69.33290647639471,61.59583058890941,76.73985219764216,EHR,cpu
2026-07-10,68.88439697339366,61.884721516074535,75.817807671779,EHR,cpu
2026-07-11,68.45410835312887,60.822548681801294,75.98702823965344,EHR,cpu
2026-07-12,69.67676476389457,62.31772191373005,77.19649998497917,EHR,cpu
2026-07-13,69.56447921310331,61.94141666195788,76.26244587751988,EHR,cpu
2026-07-14,69.85171372691204,63.162261353554136,77.15905287153795,EHR,cpu
2026-07-15,70.22810748723835,63.15358762541988,77.48319050487439,EHR,cpu
2026-07-16,69.49484475106503,62.13384805986333,76.5467727131948,EHR,cpu
2026-07-17,68.887794175326,61.36566900125101,75.6495309081373,EHR,cpu
2026-07-18,68.29784076406673,61.31497636410748,76.38515530780195,EHR,cpu
2026-07-19,69.36154043211535,61.58278251601854,76.74037210274626,EHR,cpu
2026-07-20,69.09310553283576,62.045140619934116,76.25825566906121,EHR,cpu
2026-07-21,69.22931970194045,62.03724612364762,76.61494045570392,EHR,cpu
2026-07-22,69.46231012501458,62.32568828174612,76.91511684350607,EHR,cpu
2026-07-23,68.595850671995,60.77519050700778,75.99047782323102,EHR,cpu
2026-07-24,67.8684294817153,60.65101286696343,75.01587525903132,EHR,cpu
2026-07-25,67.17350443337719,60.033255602954256,73.92711134251725,EHR,cpu
2026-07-26,68.15007890987563,60.860227127700874,75.78959280462935,EHR,cpu
2026-07-27,67.81460872544334,60.391375943271605,74.98451053581823,EHR,cpu
2026-07-28,67.90584112876788,60.64389133027133,75.27537750676971,EHR,cpu
2026-07-29,68.11751650070318,60.78173232637085,75.25967204251411,EHR,cpu
2026-07-30,67.25460857322847,59.50211190935111,74.4035434415649,EHR,cpu
2026-07-31,66.5563389310831,59.20976369874239,74.1752741083779,EHR,cpu
2026-08-01,65.91639113497236,58.61296236205282,73.24615706228683,EHR,cpu
2026-08-02,66.97345843458208,59.92514270517656,74.83851415397416,EHR,cpu
2026-08-03,66.74313711582057,59.095721695209576,73.92073141962254,EHR,cpu
2026-08-04,66.96276713347825,59.183132107980036,74.33593779639182,EHR,cpu
2026-08-05,67.32415092929367,59.95636615451901,74.9710213887389,EHR,cpu
2026-08-06,66.62982607058727,59.03905338851937,73.87485511224558,EHR,cpu
2026-08-07,66.11612680836048,59.441840485867544,73.24162128341422,EHR,cpu
2026-08-08,65.67345877644678,58.47169063393305,73.2863337438598,EHR,cpu
2026-08-09,66.93691925783352,59.599548628097985,74.23573136133193,EHR,cpu
2026-08-10,66.9182731395103,59.40407979921563,74.09627956200939,EHR,cpu
2026-08-11,67.35088395833829,60.314626841111846,74.82421122080966,EHR,cpu
2026-08-12,67.92252842983304,60.0831548252454,75.39268161265814,EHR,cpu
2026-08-13,67.43176740172696,60.440856603530605,75.06860265927659,EHR,cpu
2026-08-14,67.11110553329178,59.2121928193053,74.5693597394578,EHR,cpu
2026-08-15,66.84736110370838,59.33562692322203,74.63875551004102,EHR,cpu
2026-08-16,68.27237562216148,61.38416954952391,75.3949479267309,EHR,cpu
2026-08-17,68.39507075638444,60.5988318818955,75.6793945973036,EHR,cpu
2026-08-18,68.94644960596119,61.46703352907976,76.08094105588668,EHR,cpu
2026-08-19,69.61246863798407,62.54308528810142,76.36462071059326,EHR,cpu
2026-08-20,69.19045151871326,61.747483851928564,76.10575711904019,EHR,cpu
2026-08-21,68.91227585395471,61.82450767458181,76.26795121212419,EHR,cpu
2026-08-22,68.66475341401598,61.52970148638402,75.79836433974533,EHR,cpu
2026-08-23,70.08033317693642,62.14982053165811,76.70919568866115,EHR,cpu
2026-08-24,70.16913486837701,63.36038092815871,77.49807467595545,EHR,cpu
2026-08-25,70.66391068465386,63.723662085736024,77.80807591171803,EHR,cpu
2026-08-26,71.25286265708922,64.2826677555249,78.30396887654929,EHR,cpu
2026-08-27,70.73598848026917,62.595616517309466,77.83506072535202,EHR,cpu
2026-08-28,70.34818880772133,63.56065735243768,77.57235554278837,EHR,cpu
2026-08-29,69.97955892536154,62.19960018265719,77.16492593562704,EHR,cpu
2026-08-30,71.26599674497099,63.42948347781545,78.36258703778,EHR,cpu
2026-08-31,71.22113760122748,63.80358607092182,78.45210928819785,EHR,cpu
2026-09-01,71.58121645608033,63.80080356454185,78.95759311151353,EHR,cpu
2026-09-02,72.03778791054526,64.7121083630226,79.06621411860516,EHR,cpu
2026-09-03,71.39397972364812,63.970462160305,78.72857604625851,EHR,cpu
2026-09-04,70.88751556762313,64.17871245289835,78.91581466259551,EHR,cpu
2026-09-05,70.41093242015874,62.96284622905756,77.856502666425,EHR,cpu
2026-09-06,71.60212671542627,64.67026837085538,78.84147655847478,EHR,cpu
2026-09-07,71.47624153878647,63.91151321614198,79.0278685523074,EHR,cpu
2026-09-08,71.77049683634667,64.32472110670818,79.43117739313757,EHR,cpu
2026-09-09,72.17689393031878,64.92548533559824,79.57950091114121,EHR,cpu
2026-09-10,71.49847042575229,63.93908039296163,78.79132334255445,EHR,cpu
2026-09-11,70.97234110551628,63.57596822343297,78.584878263499,EHR,cpu
2026-09-12,70.48994956680929,63.08639137026941,77.54755506123863,EHR,cpu
2026-06-15,33.22828960310723,26.310729913306737,39.778733697115165,Appointment Scheduling,cpu
2026-06-16,31.966366463888374,25.0400405586745,38.51553187873266,Appointment Scheduling,cpu
2026-06-17,31.481473214766073,25.0210987657914,38.38772936153839,Appointment Scheduling,cpu
2026-06-18,33.181114205082224,26.454718544043253,39.54872312657303,Appointment Scheduling,cpu
2026-06-19,33.009304072336334,26.103691310745884,39.717194747205745,Appointment Scheduling,cpu
2026-06-20,33.04534095742734,25.994162407874285,40.19757625548781,Appointment Scheduling,cpu
2026-06-21,32.494506762245074,25.640765930895846,39.251543841975376,Appointment Scheduling,cpu
2026-06-22,32.720308689814175,25.942308200838614,40.05470890299837,Appointment Scheduling,cpu
2026-06-23,31.128579997468727,24.414699171721534,37.95914907805323,Appointment Scheduling,cpu
2026-06-24,30.337036069824844,23.427739189068973,37.85418456601017,Appointment Scheduling,cpu
2026-06-25,31.759793401283563,24.377353322265602,38.43132095121974,Appointment Scheduling,cpu
2026-06-26,31.346672483458246,24.52486025221993,38.367587201198944,Appointment Scheduling,cpu
2026-06-27,31.181847796098296,24.381591291078085,38.20878484223449,Appointment Scheduling,cpu
2026-06-28,30.474449546862775,24.222367937138877,37.10148041126565,Appointment Scheduling,cpu
2026-06-29,30.59073346004146,24.20700494958046,37.141506552977404,Appointment Scheduling,cpu
2026-06-30,28.93813789169695,21.953909510405772,35.75650111857511,Appointment Scheduling,cpu
2026-07-01,28.134824987110818,21.202191011918398,35.44935356840309,Appointment Scheduling,cpu
2026-07-02,29.594213335505838,22.519711079964015,36.79576182102705,Appointment Scheduling,cpu
2026-07-03,29.264322253359218,22.231141140047644,35.39918841047704,Appointment Scheduling,cpu
2026-07-04,29.226489334508543,22.04834350579729,35.798704422421274,Appointment Scheduling,cpu
2026-07-05,28.686063707263504,21.273425461060125,35.928829994666074,Appointment Scheduling,cpu
2026-07-06,29.00468851648078,22.408382874065587,35.522899223221465,Appointment Scheduling,cpu
2026-07-07,27.584488631174406,20.233116129088675,34.73265928668192,Appointment Scheduling,cpu
2026-07-08,27.03775661603256,19.929597179429184,33.884544707908596,Appointment Scheduling,cpu
2026-07-09,28.77164044753185,21.363413671699146,35.81054756659291,Appointment Scheduling,cpu
2026-07-10,28.727648944524905,22.09894319446844,35.69610956944871,Appointment Scheduling,cpu
2026-07-11,28.980532316335115,21.684938541748362,35.492677658017364,Appointment Scheduling,cpu
2026-07-12,28.72913607345834,21.78401488402834,35.96782091971489,Appointment Scheduling,cpu
2026-07-13,29.32883777369781,22.37297662856124,36.16294747596261,Appointment Scheduling,cpu
2026-07-14,28.175878814636132,21.28426212833456,35.264484401813284,Appointment Scheduling,cpu
2026-07-15,27.8771808720825,20.837444992300185,35.173324196565375,Appointment Scheduling,cpu
2026-07-16,29.83514746277099,22.490762445007217,36.96812990128018,Appointment Scheduling,cpu
2026-07-17,29.98726410634443,22.816032897252025,36.96026469484357,Appointment Scheduling,cpu
2026-07-18,30.405052559263424,23.2074540061983,37.46494516482591,Appointment Scheduling,cpu
2026-07-19,30.28497603966929,23.074996807565725,37.191975451774475,Appointment Scheduling,cpu
2026-07-20,30.980904217357196,24.04756906341315,37.95339189845939,Appointment Scheduling,cpu
2026-07-21,29.888450113577107,22.840654045251913,37.09626547423281,Appointment Scheduling,cpu
2026-07-22,29.61476906468668,22.962262373455452,36.454974553541355,Appointment Scheduling,cpu
2026-07-23,31.56332137334823,24.057624312760897,38.29241269752578,Appointment Scheduling,cpu
2026-07-24,31.673413814589853,24.99597964082764,38.61963899396211,Appointment Scheduling,cpu
2026-07-25,32.0190776487784,25.56649153784277,39.25240134382053,Appointment Scheduling,cpu
2026-07-26,31.799882656100475,24.317469198490496,39.254821321095264,Appointment Scheduling,cpu
2026-07-27,32.37329889672102,25.436284011096422,39.47717390070669,Appointment Scheduling,cpu
2026-07-28,31.138921516465174,24.32607068358452,37.79049007785431,Appointment Scheduling,cpu
2026-07-29,30.708152078168563,24.226463235126612,37.38554457387494,Appointment Scheduling,cpu
2026-07-30,32.48884142294953,26.00238271209896,39.268901312678395,Appointment Scheduling,cpu
2026-07-31,32.4247125675031,25.367354665104163,39.51255037315691,Appointment Scheduling,cpu
2026-08-01,32.59412449400673,25.641284560512737,39.306488520765306,Appointment Scheduling,cpu
2026-08-02,32.20077933020182,25.346738201305,38.94118785066954,Appointment Scheduling,cpu
2026-08-03,32.60598730661968,25.85053456604978,39.38301664824743,Appointment Scheduling,cpu
2026-08-04,31.212807124845042,23.98426323156258,38.30876492960427,Appointment Scheduling,cpu
2026-08-05,30.635657105839698,23.871673357694476,37.75024403443737,Appointment Scheduling,cpu
2026-08-06,32.28490354332963,25.30910680308925,39.202035670737324,Appointment Scheduling,cpu
2026-08-07,32.10624569254671,25.020433889369652,39.0493844914531,Appointment Scheduling,cpu
2026-08-08,32.17945866507454,25.793450316222625,38.94459977552265,Appointment Scheduling,cpu
2026-08-09,31.709096633172287,24.68690748001415,39.08921039814675,Appointment Scheduling,cpu
2026-08-10,32.05677014457715,24.98421085835002,39.018016144505644,Appointment Scheduling,cpu
2026-08-11,30.62531413454591,23.127515135772573,37.61379644553364,Appointment Scheduling,cpu
2026-08-12,30.028440539217524,22.72460701050596,36.80815864452052,Appointment Scheduling,cpu
2026-08-13,31.675380107523534,25.099241912517936,38.879766829246954,Appointment Scheduling,cpu
2026-08-14,31.510330715821624,24.758948166038394,38.660173643006374,Appointment Scheduling,cpu
2026-08-15,31.611271103210623,25.187474794857213,39.10307233257726,Appointment Scheduling,cpu
2026-08-16,31.18073992881457,24.714144603053498,38.44356650142357,Appointment Scheduling,cpu
2026-08-17,31.578191380444615,24.526533487079067,38.803931556578384,Appointment Scheduling,cpu
