availability_id,service_id,date,uptime_pct,total_minutes,downtime_minutes,sla_breached,service_name,service_tier,sla_uptime_target_pct,month_year
81,SRV-001,2025-06-25,100.0,1440,0,False,Patient Portal,standard,99.5,2025-06
82,SRV-002,2025-06-25,100.0,1440,0,False,Claims Processing,critical,99.9,2025-06
83,SRV-003,2025-06-25,100.0,1440,0,False,EHR,critical,99.9,2025-06
84,SRV-004,2025-06-25,96.319,1440,53,True,Appointment Scheduling,standard,99.5,2025-06
85,SRV-005,2025-06-25,92.639,1440,106,True,Billing Engine,critical,99.9,2025-06
86,SRV-006,2025-06-25,100.0,1440,0,False,Lab Results API,standard,99.5,2025-06
87,SRV-007,2025-06-25,100.0,1440,0,False,Notification Service,low,99.0,2025-06
88,SRV-008,2025-06-25,100.0,1440,0,False,Authentication Service,critical,99.9,2025-06
89,SRV-001,2025-06-26,100.0,1440,0,False,Patient Portal,standard,99.5,2025-06
90,SRV-002,2025-06-26,100.0,1440,0,False,Claims Processing,critical,99.9,2025-06
91,SRV-003,2025-06-26,100.0,1440,0,False,EHR,critical,99.9,2025-06
92,SRV-004,2025-06-26,96.806,1440,46,True,Appointment Scheduling,standard,99.5,2025-06
93,SRV-005,2025-06-26,100.0,1440,0,False,Billing Engine,critical,99.9,2025-06
94,SRV-006,2025-06-26,98.264,1440,25,True,Lab Results API,standard,99.5,2025-06
95,SRV-007,2025-06-26,100.0,1440,0,False,Notification Service,low,99.0,2025-06
96,SRV-008,2025-06-26,95.347,1440,67,True,Authentication Service,critical,99.9,2025-06
97,SRV-001,2025-06-27,100.0,1440,0,False,Patient Portal,standard,99.5,2025-06
98,SRV-002,2025-06-27,100.0,1440,0,False,Claims Processing,critical,99.9,2025-06
99,SRV-003,2025-06-27,100.0,1440,0,False,EHR,critical,99.9,2025-06
100,SRV-004,2025-06-27,100.0,1440,0,False,Appointment Scheduling,standard,99.5,2025-06
101,SRV-005,2025-06-27,100.0,1440,0,False,Billing Engine,critical,99.9,2025-06
102,SRV-006,2025-06-27,100.0,1440,0,False,Lab Results API,standard,99.5,2025-06
103,SRV-007,2025-06-27,100.0,1440,0,False,Notification Service,low,99.0,2025-06
104,SRV-008,2025-06-27,100.0,1440,0,False,Authentication Service,critical,99.9,2025-06
105,SRV-001,2025-06-28,100.0,1440,0,False,Patient Portal,standard,99.5,2025-06
106,SRV-002,2025-06-28,100.0,1440,0,False,Claims Processing,critical,99.9,2025-06
107,SRV-003,2025-06-28,100.0,1440,0,False,EHR,critical,99.9,2025-06
108,SRV-004,2025-06-28,100.0,1440,0,False,Appointment Scheduling,standard,99.5,2025-06
109,SRV-005,2025-06-28,100.0,1440,0,False,Billing Engine,critical,99.9,2025-06
110,SRV-006,2025-06-28,100.0,1440,0,False,Lab Results API,standard,99.5,2025-06
111,SRV-007,2025-06-28,100.0,1440,0,False,Notification Service,low,99.0,2025-06
112,SRV-008,2025-06-28,100.0,1440,0,False,Authentication Service,critical,99.9,2025-06
113,SRV-001,2025-06-29,100.0,1440,0,False,Patient Portal,standard,99.5,2025-06
114,SRV-002,2025-06-29,97.431,1440,37,True,Claims Processing,critical,99.9,2025-06
115,SRV-003,2025-06-29,100.0,1440,0,False,EHR,critical,99.9,2025-06
116,SRV-004,2025-06-29,100.0,1440,0,False,Appointment Scheduling,standard,99.5,2025-06
117,SRV-005,2025-06-29,100.0,1440,0,False,Billing Engine,critical,99.9,2025-06
118,SRV-006,2025-06-29,100.0,1440,0,False,Lab Results API,standard,99.5,2025-06
119,SRV-007,2025-06-29,100.0,1440,0,False,Notification Service,low,99.0,2025-06
120,SRV-008,2025-06-29,100.0,1440,0,False,Authentication Service,critical,99.9,2025-06
121,SRV-001,2025-06-30,100.0,1440,0,False,Patient Portal,standard,99.5,2025-06
122,SRV-002,2025-06-30,96.528,1440,50,True,Claims Processing,critical,99.9,2025-06
123,SRV-003,2025-06-30,100.0,1440,0,False,EHR,critical,99.9,2025-06
124,SRV-004,2025-06-30,100.0,1440,0,False,Appointment Scheduling,standard,99.5,2025-06
125,SRV-005,2025-06-30,100.0,1440,0,False,Billing Engine,critical,99.9,2025-06
126,SRV-006,2025-06-30,100.0,1440,0,False,Lab Results API,standard,99.5,2025-06
127,SRV-007,2025-06-30,100.0,1440,0,False,Notification Service,low,99.0,2025-06
128,SRV-008,2025-06-30,100.0,1440,0,False,Authentication Service,critical,99.9,2025-06
129,SRV-001,2025-07-01,100.0,1440,0,False,Patient Portal,standard,99.5,2025-07
130,SRV-002,2025-07-01,100.0,1440,0,False,Claims Processing,critical,99.9,2025-07
131,SRV-003,2025-07-01,100.0,1440,0,False,EHR,critical,99.9,2025-07
132,SRV-004,2025-07-01,100.0,1440,0,False,Appointment Scheduling,standard,99.5,2025-07
133,SRV-005,2025-07-01,99.583,1440,6,True,Billing Engine,critical,99.9,2025-07
134,SRV-006,2025-07-01,100.0,1440,0,False,Lab Results API,standard,99.5,2025-07
135,SRV-007,2025-07-01,100.0,1440,0,False,Notification Service,low,99.0,2025-07
136,SRV-008,2025-07-01,100.0,1440,0,False,Authentication Service,critical,99.9,2025-07
137,SRV-001,2025-07-02,89.792,1440,147,True,Patient Portal,standard,99.5,2025-07
138,SRV-002,2025-07-02,92.986,1440,101,True,Claims Processing,critical,99.9,2025-07
139,SRV-003,2025-07-02,99.306,1440,10,True,EHR,critical,99.9,2025-07
140,SRV-004,2025-07-02,100.0,1440,0,False,Appointment Scheduling,standard,99.5,2025-07
141,SRV-005,2025-07-02,100.0,1440,0,False,Billing Engine,critical,99.9,2025-07
142,SRV-006,2025-07-02,94.444,1440,80,True,Lab Results API,standard,99.5,2025-07
143,SRV-007,2025-07-02,100.0,1440,0,False,Notification Service,low,99.0,2025-07
144,SRV-008,2025-07-02,99.097,1440,13,True,Authentication Service,critical,99.9,2025-07
145,SRV-001,2025-07-03,95.486,1440,65,True,Patient Portal,standard,99.5,2025-07
146,SRV-002,2025-07-03,100.0,1440,0,False,Claims Processing,critical,99.9,2025-07
147,SRV-003,2025-07-03,100.0,1440,0,False,EHR,critical,99.9,2025-07
148,SRV-004,2025-07-03,100.0,1440,0,False,Appointment Scheduling,standard,99.5,2025-07
149,SRV-005,2025-07-03,100.0,1440,0,False,Billing Engine,critical,99.9,2025-07
150,SRV-006,2025-07-03,100.0,1440,0,False,Lab Results API,standard,99.5,2025-07
151,SRV-007,2025-07-03,95.417,1440,66,True,Notification Service,low,99.0,2025-07
152,SRV-008,2025-07-03,100.0,1440,0,False,Authentication Service,critical,99.9,2025-07
153,SRV-001,2025-07-04,100.0,1440,0,False,Patient Portal,standard,99.5,2025-07
154,SRV-002,2025-07-04,100.0,1440,0,False,Claims Processing,critical,99.9,2025-07
155,SRV-003,2025-07-04,100.0,1440,0,False,EHR,critical,99.9,2025-07
156,SRV-004,2025-07-04,97.361,1440,38,True,Appointment Scheduling,standard,99.5,2025-07
157,SRV-005,2025-07-04,100.0,1440,0,False,Billing Engine,critical,99.9,2025-07
158,SRV-006,2025-07-04,100.0,1440,0,False,Lab Results API,standard,99.5,2025-07
159,SRV-007,2025-07-04,100.0,1440,0,False,Notification Service,low,99.0,2025-07
160,SRV-008,2025-07-04,96.806,1440,46,True,Authentication Service,critical,99.9,2025-07
161,SRV-001,2025-07-05,100.0,1440,0,False,Patient Portal,standard,99.5,2025-07
162,SRV-002,2025-07-05,100.0,1440,0,False,Claims Processing,critical,99.9,2025-07
163,SRV-003,2025-07-05,100.0,1440,0,False,EHR,critical,99.9,2025-07
164,SRV-004,2025-07-05,100.0,1440,0,False,Appointment Scheduling,standard,99.5,2025-07
165,SRV-005,2025-07-05,100.0,1440,0,False,Billing Engine,critical,99.9,2025-07
166,SRV-006,2025-07-05,100.0,1440,0,False,Lab Results API,standard,99.5,2025-07
167,SRV-007,2025-07-05,100.0,1440,0,False,Notification Service,low,99.0,2025-07
168,SRV-008,2025-07-05,100.0,1440,0,False,Authentication Service,critical,99.9,2025-07
169,SRV-001,2025-07-06,97.153,1440,41,True,Patient Portal,standard,99.5,2025-07
170,SRV-002,2025-07-06,100.0,1440,0,False,Claims Processing,critical,99.9,2025-07
171,SRV-003,2025-07-06,100.0,1440,0,False,EHR,critical,99.9,2025-07
172,SRV-004,2025-07-06,100.0,1440,0,False,Appointment Scheduling,standard,99.5,2025-07
173,SRV-005,2025-07-06,100.0,1440,0,False,Billing Engine,critical,99.9,2025-07
174,SRV-006,2025-07-06,100.0,1440,0,False,Lab Results API,standard,99.5,2025-07
175,SRV-007,2025-07-06,84.444,1440,224,True,Notification Service,low,99.0,2025-07
176,SRV-008,2025-07-06,100.0,1440,0,False,Authentication Service,critical,99.9,2025-07
177,SRV-001,2025-07-07,100.0,1440,0,False,Patient Portal,standard,99.5,2025-07
178,SRV-002,2025-07-07,100.0,1440,0,False,Claims Processing,critical,99.9,2025-07
179,SRV-003,2025-07-07,99.097,1440,13,True,EHR,critical,99.9,2025-07
180,SRV-004,2025-07-07,100.0,1440,0,False,Appointment Scheduling,standard,99.5,2025-07
181,SRV-005,2025-07-07,100.0,1440,0,False,Billing Engine,critical,99.9,2025-07
182,SRV-006,2025-07-07,100.0,1440,0,False,Lab Results API,standard,99.5,2025-07
183,SRV-007,2025-07-07,100.0,1440,0,False,Notification Service,low,99.0,2025-07
184,SRV-008,2025-07-07,99.236,1440,11,True,Authentication Service,critical,99.9,2025-07
185,SRV-001,2025-07-08,96.319,1440,53,True,Patient Portal,standard,99.5,2025-07
186,SRV-002,2025-07-08,100.0,1440,0,False,Claims Processing,critical,99.9,2025-07
187,SRV-003,2025-07-08,97.083,1440,42,True,EHR,critical,99.9,2025-07
188,SRV-004,2025-07-08,100.0,1440,0,False,Appointment Scheduling,standard,99.5,2025-07
189,SRV-005,2025-07-08,95.208,1440,69,True,Billing Engine,critical,99.9,2025-07
190,SRV-006,2025-07-08,100.0,1440,0,False,Lab Results API,standard,99.5,2025-07
191,SRV-007,2025-07-08,100.0,1440,0,False,Notification Service,low,99.0,2025-07
192,SRV-008,2025-07-08,100.0,1440,0,False,Authentication Service,critical,99.9,2025-07
193,SRV-001,2025-07-09,100.0,1440,0,False,Patient Portal,standard,99.5,2025-07
194,SRV-002,2025-07-09,100.0,1440,0,False,Claims Processing,critical,99.9,2025-07
195,SRV-003,2025-07-09,93.194,1440,98,True,EHR,critical,99.9,2025-07
196,SRV-004,2025-07-09,100.0,1440,0,False,Appointment Scheduling,standard,99.5,2025-07
197,SRV-005,2025-07-09,100.0,1440,0,False,Billing Engine,critical,99.9,2025-07
198,SRV-006,2025-07-09,100.0,1440,0,False,Lab Results API,standard,99.5,2025-07
199,SRV-007,2025-07-09,92.847,1440,103,True,Notification Service,low,99.0,2025-07
200,SRV-008,2025-07-09,91.736,1440,119,True,Authentication Service,critical,99.9,2025-07
201,SRV-001,2025-07-10,98.403,1440,23,True,Patient Portal,standard,99.5,2025-07
202,SRV-002,2025-07-10,100.0,1440,0,False,Claims Processing,critical,99.9,2025-07
203,SRV-003,2025-07-10,100.0,1440,0,False,EHR,critical,99.9,2025-07
204,SRV-004,2025-07-10,100.0,1440,0,False,Appointment Scheduling,standard,99.5,2025-07
205,SRV-005,2025-07-10,100.0,1440,0,False,Billing Engine,critical,99.9,2025-07
206,SRV-006,2025-07-10,100.0,1440,0,False,Lab Results API,standard,99.5,2025-07
207,SRV-007,2025-07-10,100.0,1440,0,False,Notification Service,low,99.0,2025-07
208,SRV-008,2025-07-10,100.0,1440,0,False,Authentication Service,critical,99.9,2025-07
209,SRV-001,2025-07-11,100.0,1440,0,False,Patient Portal,standard,99.5,2025-07
210,SRV-002,2025-07-11,100.0,1440,0,False,Claims Processing,critical,99.9,2025-07
211,SRV-003,2025-07-11,100.0,1440,0,False,EHR,critical,99.9,2025-07
212,SRV-004,2025-07-11,94.167,1440,84,True,Appointment Scheduling,standard,99.5,2025-07
213,SRV-005,2025-07-11,92.986,1440,101,True,Billing Engine,critical,99.9,2025-07
214,SRV-006,2025-07-11,92.917,1440,102,True,Lab Results API,standard,99.5,2025-07
215,SRV-007,2025-07-11,100.0,1440,0,False,Notification Service,low,99.0,2025-07
216,SRV-008,2025-07-11,100.0,1440,0,False,Authentication Service,critical,99.9,2025-07
217,SRV-001,2025-07-12,100.0,1440,0,False,Patient Portal,standard,99.5,2025-07
218,SRV-002,2025-07-12,100.0,1440,0,False,Claims Processing,critical,99.9,2025-07
219,SRV-003,2025-07-12,100.0,1440,0,False,EHR,critical,99.9,2025-07
220,SRV-004,2025-07-12,100.0,1440,0,False,Appointment Scheduling,standard,99.5,2025-07
221,SRV-005,2025-07-12,100.0,1440,0,False,Billing Engine,critical,99.9,2025-07
222,SRV-006,2025-07-12,100.0,1440,0,False,Lab Results API,standard,99.5,2025-07
223,SRV-007,2025-07-12,100.0,1440,0,False,Notification Service,low,99.0,2025-07
224,SRV-008,2025-07-12,100.0,1440,0,False,Authentication Service,critical,99.9,2025-07
225,SRV-001,2025-07-13,100.0,1440,0,False,Patient Portal,standard,99.5,2025-07
226,SRV-002,2025-07-13,91.736,1440,119,True,Claims Processing,critical,99.9,2025-07
227,SRV-003,2025-07-13,100.0,1440,0,False,EHR,critical,99.9,2025-07
228,SRV-004,2025-07-13,100.0,1440,0,False,Appointment Scheduling,standard,99.5,2025-07
229,SRV-005,2025-07-13,100.0,1440,0,False,Billing Engine,critical,99.9,2025-07
230,SRV-006,2025-07-13,100.0,1440,0,False,Lab Results API,standard,99.5,2025-07
231,SRV-007,2025-07-13,90.625,1440,135,True,Notification Service,low,99.0,2025-07
232,SRV-008,2025-07-13,92.153,1440,113,True,Authentication Service,critical,99.9,2025-07
233,SRV-001,2025-07-14,100.0,1440,0,False,Patient Portal,standard,99.5,2025-07
234,SRV-002,2025-07-14,100.0,1440,0,False,Claims Processing,critical,99.9,2025-07
235,SRV-003,2025-07-14,100.0,1440,0,False,EHR,critical,99.9,2025-07
236,SRV-004,2025-07-14,100.0,1440,0,False,Appointment Scheduling,standard,99.5,2025-07
237,SRV-005,2025-07-14,100.0,1440,0,False,Billing Engine,critical,99.9,2025-07
238,SRV-006,2025-07-14,100.0,1440,0,False,Lab Results API,standard,99.5,2025-07
239,SRV-007,2025-07-14,100.0,1440,0,False,Notification Service,low,99.0,2025-07
240,SRV-008,2025-07-14,100.0,1440,0,False,Authentication Service,critical,99.9,2025-07
241,SRV-001,2025-07-15,100.0,1440,0,False,Patient Portal,standard,99.5,2025-07
242,SRV-002,2025-07-15,100.0,1440,0,False,Claims Processing,critical,99.9,2025-07
243,SRV-003,2025-07-15,100.0,1440,0,False,EHR,critical,99.9,2025-07
244,SRV-004,2025-07-15,100.0,1440,0,False,Appointment Scheduling,standard,99.5,2025-07
245,SRV-005,2025-07-15,100.0,1440,0,False,Billing Engine,critical,99.9,2025-07
246,SRV-006,2025-07-15,100.0,1440,0,False,Lab Results API,standard,99.5,2025-07
247,SRV-007,2025-07-15,94.514,1440,79,True,Notification Service,low,99.0,2025-07
248,SRV-008,2025-07-15,100.0,1440,0,False,Authentication Service,critical,99.9,2025-07
249,SRV-001,2025-07-16,100.0,1440,0,False,Patient Portal,standard,99.5,2025-07
250,SRV-002,2025-07-16,100.0,1440,0,False,Claims Processing,critical,99.9,2025-07
251,SRV-003,2025-07-16,100.0,1440,0,False,EHR,critical,99.9,2025-07
252,SRV-004,2025-07-16,100.0,1440,0,False,Appointment Scheduling,standard,99.5,2025-07
253,SRV-005,2025-07-16,100.0,1440,0,False,Billing Engine,critical,99.9,2025-07
254,SRV-006,2025-07-16,81.25,1440,270,True,Lab Results API,standard,99.5,2025-07
255,SRV-007,2025-07-16,100.0,1440,0,False,Notification Service,low,99.0,2025-07
256,SRV-008,2025-07-16,84.236,1440,227,True,Authentication Service,critical,99.9,2025-07
257,SRV-001,2025-07-17,100.0,1440,0,False,Patient Portal,standard,99.5,2025-07
258,SRV-002,2025-07-17,100.0,1440,0,False,Claims Processing,critical,99.9,2025-07
259,SRV-003,2025-07-17,100.0,1440,0,False,EHR,critical,99.9,2025-07
260,SRV-004,2025-07-17,100.0,1440,0,False,Appointment Scheduling,standard,99.5,2025-07
261,SRV-005,2025-07-17,100.0,1440,0,False,Billing Engine,critical,99.9,2025-07
262,SRV-006,2025-07-17,100.0,1440,0,False,Lab Results API,standard,99.5,2025-07
263,SRV-007,2025-07-17,100.0,1440,0,False,Notification Service,low,99.0,2025-07
264,SRV-008,2025-07-17,100.0,1440,0,False,Authentication Service,critical,99.9,2025-07
265,SRV-001,2025-07-18,98.333,1440,24,True,Patient Portal,standard,99.5,2025-07
266,SRV-002,2025-07-18,100.0,1440,0,False,Claims Processing,critical,99.9,2025-07
267,SRV-003,2025-07-18,95.069,1440,71,True,EHR,critical,99.9,2025-07
268,SRV-004,2025-07-18,85.069,1440,215,True,Appointment Scheduling,standard,99.5,2025-07
269,SRV-005,2025-07-18,100.0,1440,0,False,Billing Engine,critical,99.9,2025-07
270,SRV-006,2025-07-18,100.0,1440,0,False,Lab Results API,standard,99.5,2025-07
271,SRV-007,2025-07-18,100.0,1440,0,False,Notification Service,low,99.0,2025-07
272,SRV-008,2025-07-18,97.639,1440,34,True,Authentication Service,critical,99.9,2025-07
273,SRV-001,2025-07-19,100.0,1440,0,False,Patient Portal,standard,99.5,2025-07
274,SRV-002,2025-07-19,100.0,1440,0,False,Claims Processing,critical,99.9,2025-07
275,SRV-003,2025-07-19,100.0,1440,0,False,EHR,critical,99.9,2025-07
276,SRV-004,2025-07-19,100.0,1440,0,False,Appointment Scheduling,standard,99.5,2025-07
277,SRV-005,2025-07-19,100.0,1440,0,False,Billing Engine,critical,99.9,2025-07
278,SRV-006,2025-07-19,100.0,1440,0,False,Lab Results API,standard,99.5,2025-07
279,SRV-007,2025-07-19,100.0,1440,0,False,Notification Service,low,99.0,2025-07
280,SRV-008,2025-07-19,100.0,1440,0,False,Authentication Service,critical,99.9,2025-07
281,SRV-001,2025-07-20,100.0,1440,0,False,Patient Portal,standard,99.5,2025-07
282,SRV-002,2025-07-20,94.097,1440,85,True,Claims Processing,critical,99.9,2025-07
283,SRV-003,2025-07-20,100.0,1440,0,False,EHR,critical,99.9,2025-07
284,SRV-004,2025-07-20,100.0,1440,0,False,Appointment Scheduling,standard,99.5,2025-07
285,SRV-005,2025-07-20,100.0,1440,0,False,Billing Engine,critical,99.9,2025-07
286,SRV-006,2025-07-20,100.0,1440,0,False,Lab Results API,standard,99.5,2025-07
287,SRV-007,2025-07-20,100.0,1440,0,False,Notification Service,low,99.0,2025-07
288,SRV-008,2025-07-20,100.0,1440,0,False,Authentication Service,critical,99.9,2025-07
289,SRV-001,2025-07-21,85.972,1440,202,True,Patient Portal,standard,99.5,2025-07
290,SRV-002,2025-07-21,94.653,1440,77,True,Claims Processing,critical,99.9,2025-07
291,SRV-003,2025-07-21,100.0,1440,0,False,EHR,critical,99.9,2025-07
292,SRV-004,2025-07-21,100.0,1440,0,False,Appointment Scheduling,standard,99.5,2025-07
293,SRV-005,2025-07-21,92.847,1440,103,True,Billing Engine,critical,99.9,2025-07
294,SRV-006,2025-07-21,100.0,1440,0,False,Lab Results API,standard,99.5,2025-07
295,SRV-007,2025-07-21,100.0,1440,0,False,Notification Service,low,99.0,2025-07
296,SRV-008,2025-07-21,98.056,1440,28,True,Authentication Service,critical,99.9,2025-07
297,SRV-001,2025-07-22,100.0,1440,0,False,Patient Portal,standard,99.5,2025-07
298,SRV-002,2025-07-22,100.0,1440,0,False,Claims Processing,critical,99.9,2025-07
299,SRV-003,2025-07-22,100.0,1440,0,False,EHR,critical,99.9,2025-07
300,SRV-004,2025-07-22,100.0,1440,0,False,Appointment Scheduling,standard,99.5,2025-07
301,SRV-005,2025-07-22,92.986,1440,101,True,Billing Engine,critical,99.9,2025-07
302,SRV-006,2025-07-22,100.0,1440,0,False,Lab Results API,standard,99.5,2025-07
303,SRV-007,2025-07-22,100.0,1440,0,False,Notification Service,low,99.0,2025-07
304,SRV-008,2025-07-22,100.0,1440,0,False,Authentication Service,critical,99.9,2025-07
305,SRV-001,2025-07-23,100.0,1440,0,False,Patient Portal,standard,99.5,2025-07
306,SRV-002,2025-07-23,100.0,1440,0,False,Claims Processing,critical,99.9,2025-07
307,SRV-003,2025-07-23,100.0,1440,0,False,EHR,critical,99.9,2025-07
308,SRV-004,2025-07-23,100.0,1440,0,False,Appointment Scheduling,standard,99.5,2025-07
309,SRV-005,2025-07-23,94.722,1440,76,True,Billing Engine,critical,99.9,2025-07
310,SRV-006,2025-07-23,100.0,1440,0,False,Lab Results API,standard,99.5,2025-07
