availability_id,service_id,date,uptime_pct,total_minutes,downtime_minutes,sla_breached
170,SRV-002,2025-07-06,100.0,1440,0,False
171,SRV-003,2025-07-06,100.0,1440,0,False
172,SRV-004,2025-07-06,100.0,1440,0,False
173,SRV-005,2025-07-06,100.0,1440,0,False
174,SRV-006,2025-07-06,100.0,1440,0,False
175,SRV-007,2025-07-06,84.444,1440,224,True
176,SRV-008,2025-07-06,100.0,1440,0,False
177,SRV-001,2025-07-07,100.0,1440,0,False
178,SRV-002,2025-07-07,100.0,1440,0,False
179,SRV-003,2025-07-07,99.097,1440,13,True
180,SRV-004,2025-07-07,100.0,1440,0,False
181,SRV-005,2025-07-07,100.0,1440,0,False
182,SRV-006,2025-07-07,100.0,1440,0,False
183,SRV-007,2025-07-07,100.0,1440,0,False
184,SRV-008,2025-07-07,99.236,1440,11,True
185,SRV-001,2025-07-08,96.319,1440,53,True
186,SRV-002,2025-07-08,100.0,1440,0,False
187,SRV-003,2025-07-08,97.083,1440,42,True
188,SRV-004,2025-07-08,100.0,1440,0,False
189,SRV-005,2025-07-08,95.208,1440,69,True
190,SRV-006,2025-07-08,100.0,1440,0,False
191,SRV-007,2025-07-08,100.0,1440,0,False
192,SRV-008,2025-07-08,100.0,1440,0,False
193,SRV-001,2025-07-09,100.0,1440,0,False
194,SRV-002,2025-07-09,100.0,1440,0,False
195,SRV-003,2025-07-09,93.194,1440,98,True
196,SRV-004,2025-07-09,100.0,1440,0,False
197,SRV-005,2025-07-09,100.0,1440,0,False
198,SRV-006,2025-07-09,100.0,1440,0,False
199,SRV-007,2025-07-09,92.847,1440,103,True
200,SRV-008,2025-07-09,91.736,1440,119,True
201,SRV-001,2025-07-10,98.403,1440,23,True
202,SRV-002,2025-07-10,100.0,1440,0,False
203,SRV-003,2025-07-10,100.0,1440,0,False
204,SRV-004,2025-07-10,100.0,1440,0,False
205,SRV-005,2025-07-10,100.0,1440,0,False
206,SRV-006,2025-07-10,100.0,1440,0,False
207,SRV-007,2025-07-10,100.0,1440,0,False
208,SRV-008,2025-07-10,100.0,1440,0,False
209,SRV-001,2025-07-11,100.0,1440,0,False
210,SRV-002,2025-07-11,100.0,1440,0,False
211,SRV-003,2025-07-11,100.0,1440,0,False
212,SRV-004,2025-07-11,94.167,1440,84,True
213,SRV-005,2025-07-11,92.986,1440,101,True
214,SRV-006,2025-07-11,92.917,1440,102,True
215,SRV-007,2025-07-11,100.0,1440,0,False
216,SRV-008,2025-07-11,100.0,1440,0,False
217,SRV-001,2025-07-12,100.0,1440,0,False
218,SRV-002,2025-07-12,100.0,1440,0,False
219,SRV-003,2025-07-12,100.0,1440,0,False
220,SRV-004,2025-07-12,100.0,1440,0,False
221,SRV-005,2025-07-12,100.0,1440,0,False
222,SRV-006,2025-07-12,100.0,1440,0,False
223,SRV-007,2025-07-12,100.0,1440,0,False
224,SRV-008,2025-07-12,100.0,1440,0,False
225,SRV-001,2025-07-13,100.0,1440,0,False
226,SRV-002,2025-07-13,91.736,1440,119,True
227,SRV-003,2025-07-13,100.0,1440,0,False
228,SRV-004,2025-07-13,100.0,1440,0,False
229,SRV-005,2025-07-13,100.0,1440,0,False
230,SRV-006,2025-07-13,100.0,1440,0,False
231,SRV-007,2025-07-13,90.625,1440,135,True
232,SRV-008,2025-07-13,92.153,1440,113,True
233,SRV-001,2025-07-14,100.0,1440,0,False
234,SRV-002,2025-07-14,100.0,1440,0,False
235,SRV-003,2025-07-14,100.0,1440,0,False
236,SRV-004,2025-07-14,100.0,1440,0,False
237,SRV-005,2025-07-14,100.0,1440,0,False
238,SRV-006,2025-07-14,100.0,1440,0,False
239,SRV-007,2025-07-14,100.0,1440,0,False
240,SRV-008,2025-07-14,100.0,1440,0,False
241,SRV-001,2025-07-15,100.0,1440,0,False
242,SRV-002,2025-07-15,100.0,1440,0,False
243,SRV-003,2025-07-15,100.0,1440,0,False
244,SRV-004,2025-07-15,100.0,1440,0,False
245,SRV-005,2025-07-15,100.0,1440,0,False
246,SRV-006,2025-07-15,100.0,1440,0,False
247,SRV-007,2025-07-15,94.514,1440,79,True
248,SRV-008,2025-07-15,100.0,1440,0,False
249,SRV-001,2025-07-16,100.0,1440,0,False
250,SRV-002,2025-07-16,100.0,1440,0,False
251,SRV-003,2025-07-16,100.0,1440,0,False
252,SRV-004,2025-07-16,100.0,1440,0,False
253,SRV-005,2025-07-16,100.0,1440,0,False
254,SRV-006,2025-07-16,81.25,1440,270,True
255,SRV-007,2025-07-16,100.0,1440,0,False
256,SRV-008,2025-07-16,84.236,1440,227,True
257,SRV-001,2025-07-17,100.0,1440,0,False
258,SRV-002,2025-07-17,100.0,1440,0,False
259,SRV-003,2025-07-17,100.0,1440,0,False
260,SRV-004,2025-07-17,100.0,1440,0,False
261,SRV-005,2025-07-17,100.0,1440,0,False
262,SRV-006,2025-07-17,100.0,1440,0,False
263,SRV-007,2025-07-17,100.0,1440,0,False
264,SRV-008,2025-07-17,100.0,1440,0,False
265,SRV-001,2025-07-18,98.333,1440,24,True
266,SRV-002,2025-07-18,100.0,1440,0,False
267,SRV-003,2025-07-18,95.069,1440,71,True
268,SRV-004,2025-07-18,85.069,1440,215,True
269,SRV-005,2025-07-18,100.0,1440,0,False
270,SRV-006,2025-07-18,100.0,1440,0,False
271,SRV-007,2025-07-18,100.0,1440,0,False
272,SRV-008,2025-07-18,97.639,1440,34,True
273,SRV-001,2025-07-19,100.0,1440,0,False
274,SRV-002,2025-07-19,100.0,1440,0,False
275,SRV-003,2025-07-19,100.0,1440,0,False
276,SRV-004,2025-07-19,100.0,1440,0,False
277,SRV-005,2025-07-19,100.0,1440,0,False
278,SRV-006,2025-07-19,100.0,1440,0,False
279,SRV-007,2025-07-19,100.0,1440,0,False
280,SRV-008,2025-07-19,100.0,1440,0,False
281,SRV-001,2025-07-20,100.0,1440,0,False
282,SRV-002,2025-07-20,94.097,1440,85,True
283,SRV-003,2025-07-20,100.0,1440,0,False
284,SRV-004,2025-07-20,100.0,1440,0,False
285,SRV-005,2025-07-20,100.0,1440,0,False
286,SRV-006,2025-07-20,100.0,1440,0,False
287,SRV-007,2025-07-20,100.0,1440,0,False
288,SRV-008,2025-07-20,100.0,1440,0,False
289,SRV-001,2025-07-21,85.972,1440,202,True
290,SRV-002,2025-07-21,94.653,1440,77,True
291,SRV-003,2025-07-21,100.0,1440,0,False
292,SRV-004,2025-07-21,100.0,1440,0,False
293,SRV-005,2025-07-21,92.847,1440,103,True
294,SRV-006,2025-07-21,100.0,1440,0,False
295,SRV-007,2025-07-21,100.0,1440,0,False
296,SRV-008,2025-07-21,98.056,1440,28,True
297,SRV-001,2025-07-22,100.0,1440,0,False
298,SRV-002,2025-07-22,100.0,1440,0,False
299,SRV-003,2025-07-22,100.0,1440,0,False
300,SRV-004,2025-07-22,100.0,1440,0,False
301,SRV-005,2025-07-22,92.986,1440,101,True
302,SRV-006,2025-07-22,100.0,1440,0,False
303,SRV-007,2025-07-22,100.0,1440,0,False
304,SRV-008,2025-07-22,100.0,1440,0,False
305,SRV-001,2025-07-23,100.0,1440,0,False
306,SRV-002,2025-07-23,100.0,1440,0,False
307,SRV-003,2025-07-23,100.0,1440,0,False
308,SRV-004,2025-07-23,100.0,1440,0,False
309,SRV-005,2025-07-23,94.722,1440,76,True
310,SRV-006,2025-07-23,100.0,1440,0,False
311,SRV-007,2025-07-23,100.0,1440,0,False
312,SRV-008,2025-07-23,100.0,1440,0,False
313,SRV-001,2025-07-24,100.0,1440,0,False
314,SRV-002,2025-07-24,100.0,1440,0,False
315,SRV-003,2025-07-24,100.0,1440,0,False
316,SRV-004,2025-07-24,100.0,1440,0,False
317,SRV-005,2025-07-24,93.819,1440,89,True
318,SRV-006,2025-07-24,100.0,1440,0,False
319,SRV-007,2025-07-24,100.0,1440,0,False
320,SRV-008,2025-07-24,100.0,1440,0,False
321,SRV-001,2025-07-25,100.0,1440,0,False
322,SRV-002,2025-07-25,100.0,1440,0,False
323,SRV-003,2025-07-25,100.0,1440,0,False
324,SRV-004,2025-07-25,100.0,1440,0,False
325,SRV-005,2025-07-25,100.0,1440,0,False
326,SRV-006,2025-07-25,89.931,1440,145,True
327,SRV-007,2025-07-25,100.0,1440,0,False
328,SRV-008,2025-07-25,100.0,1440,0,False
329,SRV-001,2025-07-26,91.875,1440,117,True
330,SRV-002,2025-07-26,100.0,1440,0,False
331,SRV-003,2025-07-26,100.0,1440,0,False
332,SRV-004,2025-07-26,88.125,1440,171,True
333,SRV-005,2025-07-26,100.0,1440,0,False
334,SRV-006,2025-07-26,100.0,1440,0,False
335,SRV-007,2025-07-26,100.0,1440,0,False
336,SRV-008,2025-07-26,100.0,1440,0,False
337,SRV-001,2025-07-27,100.0,1440,0,False
338,SRV-002,2025-07-27,100.0,1440,0,False
339,SRV-003,2025-07-27,100.0,1440,0,False
340,SRV-004,2025-07-27,97.153,1440,41,True
341,SRV-005,2025-07-27,100.0,1440,0,False
342,SRV-006,2025-07-27,100.0,1440,0,False
343,SRV-007,2025-07-27,100.0,1440,0,False
344,SRV-008,2025-07-27,100.0,1440,0,False
345,SRV-001,2025-07-28,100.0,1440,0,False
346,SRV-002,2025-07-28,98.472,1440,22,True
347,SRV-003,2025-07-28,97.153,1440,41,True
348,SRV-004,2025-07-28,100.0,1440,0,False
349,SRV-005,2025-07-28,100.0,1440,0,False
350,SRV-006,2025-07-28,100.0,1440,0,False
351,SRV-007,2025-07-28,91.111,1440,128,True
352,SRV-008,2025-07-28,100.0,1440,0,False
353,SRV-001,2025-07-29,100.0,1440,0,False
354,SRV-002,2025-07-29,100.0,1440,0,False
355,SRV-003,2025-07-29,100.0,1440,0,False
356,SRV-004,2025-07-29,100.0,1440,0,False
357,SRV-005,2025-07-29,100.0,1440,0,False
358,SRV-006,2025-07-29,100.0,1440,0,False
359,SRV-007,2025-07-29,100.0,1440,0,False
360,SRV-008,2025-07-29,100.0,1440,0,False
361,SRV-001,2025-07-30,93.056,1440,100,True
362,SRV-002,2025-07-30,100.0,1440,0,False
363,SRV-003,2025-07-30,100.0,1440,0,False
364,SRV-004,2025-07-30,100.0,1440,0,False
365,SRV-005,2025-07-30,100.0,1440,0,False
366,SRV-006,2025-07-30,100.0,1440,0,False
367,SRV-007,2025-07-30,100.0,1440,0,False
368,SRV-008,2025-07-30,100.0,1440,0,False
369,SRV-001,2025-07-31,91.806,1440,118,True
370,SRV-002,2025-07-31,100.0,1440,0,False
371,SRV-003,2025-07-31,100.0,1440,0,False
372,SRV-004,2025-07-31,100.0,1440,0,False
373,SRV-005,2025-07-31,100.0,1440,0,False
374,SRV-006,2025-07-31,100.0,1440,0,False
375,SRV-007,2025-07-31,100.0,1440,0,False
376,SRV-008,2025-07-31,100.0,1440,0,False
377,SRV-001,2025-08-01,100.0,1440,0,False
378,SRV-002,2025-08-01,100.0,1440,0,False
379,SRV-003,2025-08-01,100.0,1440,0,False
380,SRV-004,2025-08-01,100.0,1440,0,False
381,SRV-005,2025-08-01,100.0,1440,0,False
382,SRV-006,2025-08-01,100.0,1440,0,False
383,SRV-007,2025-08-01,96.528,1440,50,True
384,SRV-008,2025-08-01,100.0,1440,0,False
385,SRV-001,2025-08-02,100.0,1440,0,False
386,SRV-002,2025-08-02,100.0,1440,0,False
387,SRV-003,2025-08-02,83.819,1440,233,True
388,SRV-004,2025-08-02,100.0,1440,0,False
389,SRV-005,2025-08-02,100.0,1440,0,False
390,SRV-006,2025-08-02,100.0,1440,0,False
391,SRV-007,2025-08-02,100.0,1440,0,False
392,SRV-008,2025-08-02,100.0,1440,0,False
393,SRV-001,2025-08-03,100.0,1440,0,False
394,SRV-002,2025-08-03,97.986,1440,29,True
395,SRV-003,2025-08-03,100.0,1440,0,False
396,SRV-004,2025-08-03,100.0,1440,0,False
397,SRV-005,2025-08-03,100.0,1440,0,False
398,SRV-006,2025-08-03,100.0,1440,0,False
399,SRV-007,2025-08-03,100.0,1440,0,False
400,SRV-008,2025-08-03,96.597,1440,49,True
401,SRV-001,2025-08-04,100.0,1440,0,False
402,SRV-002,2025-08-04,100.0,1440,0,False
403,SRV-003,2025-08-04,100.0,1440,0,False
404,SRV-004,2025-08-04,100.0,1440,0,False
405,SRV-005,2025-08-04,97.153,1440,41,True
406,SRV-006,2025-08-04,100.0,1440,0,False
407,SRV-007,2025-08-04,92.778,1440,104,True
408,SRV-008,2025-08-04,100.0,1440,0,False
409,SRV-001,2025-08-05,100.0,1440,0,False
410,SRV-002,2025-08-05,100.0,1440,0,False
411,SRV-003,2025-08-05,100.0,1440,0,False
412,SRV-004,2025-08-05,100.0,1440,0,False
413,SRV-005,2025-08-05,96.181,1440,55,True
414,SRV-006,2025-08-05,99.097,1440,13,True
415,SRV-007,2025-08-05,100.0,1440,0,False
416,SRV-008,2025-08-05,100.0,1440,0,False
417,SRV-001,2025-08-06,100.0,1440,0,False
418,SRV-002,2025-08-06,100.0,1440,0,False
419,SRV-003,2025-08-06,100.0,1440,0,False
420,SRV-004,2025-08-06,100.0,1440,0,False
421,SRV-005,2025-08-06,100.0,1440,0,False
422,SRV-006,2025-08-06,99.236,1440,11,True
423,SRV-007,2025-08-06,100.0,1440,0,False
424,SRV-008,2025-08-06,100.0,1440,0,False
425,SRV-001,2025-08-07,100.0,1440,0,False
426,SRV-002,2025-08-07,74.444,1440,368,True
427,SRV-003,2025-08-07,100.0,1440,0,False
428,SRV-004,2025-08-07,100.0,1440,0,False
429,SRV-005,2025-08-07,100.0,1440,0,False
430,SRV-006,2025-08-07,95.694,1440,62,True
431,SRV-007,2025-08-07,100.0,1440,0,False
432,SRV-008,2025-08-07,98.819,1440,17,True
433,SRV-001,2025-08-08,97.153,1440,41,True
434,SRV-002,2025-08-08,100.0,1440,0,False
435,SRV-003,2025-08-08,100.0,1440,0,False
436,SRV-004,2025-08-08,100.0,1440,0,False
437,SRV-005,2025-08-08,100.0,1440,0,False
438,SRV-006,2025-08-08,100.0,1440,0,False
439,SRV-007,2025-08-08,100.0,1440,0,False
440,SRV-008,2025-08-08,100.0,1440,0,False
441,SRV-001,2025-08-09,100.0,1440,0,False
442,SRV-002,2025-08-09,100.0,1440,0,False
443,SRV-003,2025-08-09,100.0,1440,0,False
444,SRV-004,2025-08-09,100.0,1440,0,False
445,SRV-005,2025-08-09,100.0,1440,0,False
446,SRV-006,2025-08-09,96.667,1440,48,True
447,SRV-007,2025-08-09,100.0,1440,0,False
448,SRV-008,2025-08-09,97.847,1440,31,True
449,SRV-001,2025-08-10,100.0,1440,0,False
450,SRV-002,2025-08-10,100.0,1440,0,False
451,SRV-003,2025-08-10,100.0,1440,0,False
452,SRV-004,2025-08-10,100.0,1440,0,False
453,SRV-005,2025-08-10,100.0,1440,0,False
454,SRV-006,2025-08-10,100.0,1440,0,False
455,SRV-007,2025-08-10,100.0,1440,0,False
456,SRV-008,2025-08-10,100.0,1440,0,False
457,SRV-001,2025-08-11,100.0,1440,0,False
458,SRV-002,2025-08-11,100.0,1440,0,False
459,SRV-003,2025-08-11,100.0,1440,0,False
460,SRV-004,2025-08-11,100.0,1440,0,False
461,SRV-005,2025-08-11,100.0,1440,0,False
462,SRV-006,2025-08-11,100.0,1440,0,False
463,SRV-007,2025-08-11,100.0,1440,0,False
464,SRV-008,2025-08-11,100.0,1440,0,False
465,SRV-001,2025-08-12,100.0,1440,0,False
466,SRV-002,2025-08-12,100.0,1440,0,False
467,SRV-003,2025-08-12,92.222,1440,112,True
468,SRV-004,2025-08-12,100.0,1440,0,False
469,SRV-005,2025-08-12,100.0,1440,0,False
470,SRV-006,2025-08-12,100.0,1440,0,False
471,SRV-007,2025-08-12,100.0,1440,0,False
472,SRV-008,2025-08-12,100.0,1440,0,False
473,SRV-001,2025-08-13,100.0,1440,0,False
474,SRV-002,2025-08-13,100.0,1440,0,False
475,SRV-003,2025-08-13,99.306,1440,10,True
476,SRV-004,2025-08-13,100.0,1440,0,False
477,SRV-005,2025-08-13,100.0,1440,0,False
478,SRV-006,2025-08-13,100.0,1440,0,False
479,SRV-007,2025-08-13,98.194,1440,26,True
480,SRV-008,2025-08-13,100.0,1440,0,False
481,SRV-001,2025-08-14,100.0,1440,0,False
482,SRV-002,2025-08-14,100.0,1440,0,False
483,SRV-003,2025-08-14,100.0,1440,0,False
484,SRV-004,2025-08-14,87.153,1440,185,True
485,SRV-005,2025-08-14,100.0,1440,0,False
486,SRV-006,2025-08-14,100.0,1440,0,False
487,SRV-007,2025-08-14,100.0,1440,0,False
488,SRV-008,2025-08-14,100.0,1440,0,False
489,SRV-001,2025-08-15,94.028,1440,86,True
490,SRV-002,2025-08-15,100.0,1440,0,False
491,SRV-003,2025-08-15,100.0,1440,0,False
492,SRV-004,2025-08-15,100.0,1440,0,False
493,SRV-005,2025-08-15,100.0,1440,0,False
494,SRV-006,2025-08-15,100.0,1440,0,False
495,SRV-007,2025-08-15,79.097,1440,301,True
496,SRV-008,2025-08-15,100.0,1440,0,False
497,SRV-001,2025-08-16,100.0,1440,0,False
498,SRV-002,2025-08-16,100.0,1440,0,False
499,SRV-003,2025-08-16,100.0,1440,0,False
500,SRV-004,2025-08-16,100.0,1440,0,False
501,SRV-005,2025-08-16,100.0,1440,0,False
502,SRV-006,2025-08-16,100.0,1440,0,False
503,SRV-007,2025-08-16,100.0,1440,0,False
504,SRV-008,2025-08-16,100.0,1440,0,False
505,SRV-001,2025-08-17,100.0,1440,0,False
506,SRV-002,2025-08-17,97.292,1440,39,True
507,SRV-003,2025-08-17,100.0,1440,0,False
508,SRV-004,2025-08-17,100.0,1440,0,False
509,SRV-005,2025-08-17,100.0,1440,0,False
510,SRV-006,2025-08-17,98.264,1440,25,True
511,SRV-007,2025-08-17,100.0,1440,0,False
512,SRV-008,2025-08-17,100.0,1440,0,False
513,SRV-001,2025-08-18,95.278,1440,68,True
514,SRV-002,2025-08-18,100.0,1440,0,False
515,SRV-003,2025-08-18,93.958,1440,87,True
516,SRV-004,2025-08-18,100.0,1440,0,False
517,SRV-005,2025-08-18,100.0,1440,0,False
518,SRV-006,2025-08-18,100.0,1440,0,False
519,SRV-007,2025-08-18,100.0,1440,0,False
520,SRV-008,2025-08-18,100.0,1440,0,False
521,SRV-001,2025-08-19,100.0,1440,0,False
522,SRV-002,2025-08-19,100.0,1440,0,False
523,SRV-003,2025-08-19,100.0,1440,0,False
524,SRV-004,2025-08-19,87.917,1440,174,True
525,SRV-005,2025-08-19,100.0,1440,0,False
526,SRV-006,2025-08-19,100.0,1440,0,False
527,SRV-007,2025-08-19,87.222,1440,184,True
528,SRV-008,2025-08-19,100.0,1440,0,False
529,SRV-001,2025-08-20,100.0,1440,0,False
530,SRV-002,2025-08-20,100.0,1440,0,False
531,SRV-003,2025-08-20,100.0,1440,0,False
532,SRV-004,2025-08-20,100.0,1440,0,False
533,SRV-005,2025-08-20,100.0,1440,0,False
534,SRV-006,2025-08-20,83.403,1440,239,True
535,SRV-007,2025-08-20,100.0,1440,0,False
